run,demand_mw,renewable_potential_mw,pre_network_dispatch_down_mw,network_group_dispatch_down_mw,security_backstop_dispatch_down_mw,security_thermal_redispatch_mw,total_network_dispatch_down_mw,total_dispatch_down_mw,renewable_accepted_mw,first_group,activation_sequence,represented_security_pass,all_line_n1_pass,worst_base_loading_pct,worst_n1_loading_pct,worst_n1_monitored_line,worst_n1_outage,planned_outage,estimated_line_losses_mw,calibration_residual_mw,calibrated_total_dispatch_down_mw,calibrated_renewable_accepted_mw,physical_dispatch_down_pct_of_case,calibrated_dispatch_down_pct_of_case
31,1280.118876827111,434.95596743842395,0.0,0.0,0.0,0.0,0.0,0.0,434.95596743842395,,None,True,False,129.16606759666982,129.1660675966702,86512-90012-2,75510-75511-1,Intact,13.86836838252202,90.96101308397735,90.96101308397735,343.9949543544466,0.0,20.91269459289682
32,1518.8764661744806,479.99942172371436,0.0,0.0,0.0,0.0,0.0,0.0,479.99942172371436,,None,True,False,113.14941748497583,122.17724744656309,74011-74511-1,70510-78511-1,Intact,17.93220105360875,81.09237866563542,81.09237866563542,398.90704305807895,0.0,16.894265908576834
33,1206.308266557208,561.6431098467991,0.0,0.0,0.0,0.0,0.0,0.0,561.6431098467991,,None,True,True,92.92107075271049,92.92107075278372,74511-82511-1,81010-81011-1,Intact,15.278150376637557,137.9012196466886,137.9012196466886,423.74189020011056,0.0,24.553175714076556
34,1193.1960294965593,366.56875753986037,0.0,0.0,0.0,0.0,0.0,0.0,366.56875753986037,,None,True,False,111.33333110782317,111.33333110782371,86512-90012-2,75510-75511-1,Intact,11.321636449983034,69.97470553022495,69.97470553022495,296.59405200963545,0.0,19.089107866105028
35,1293.95405276747,559.502629033684,0.0,0.0,0.0,0.0,0.0,0.0,559.502629033684,,None,True,False,106.97102540908047,139.9373361455092,74011-74511-1,70510-78511-1,Intact,18.906659599901587,128.10794357441972,128.10794357441972,431.3946854592643,0.0,22.896754532802593
36,1109.9185695890642,177.61058173022644,0.0,0.0,0.0,0.0,0.0,0.0,177.61058173022644,,None,True,False,83.48338975482653,101.77840683412171,75810-81510-1,75810-90310-1,Intact,9.38359795776859,26.88506621677945,26.88506621677945,150.725515513447,0.0,15.137085839634997
37,1158.781459752022,152.53046772224295,0.0,0.0,0.0,0.0,0.0,0.0,152.53046772224295,,None,True,True,80.28181622548843,99.67168777848613,74011-74511-1,70510-78511-1,Intact,9.564573789740408,23.88828589749416,23.88828589749416,128.64218182474877,0.0,15.661320819519537
38,1454.1748649647643,231.60451646449982,0.0,0.0,0.0,0.0,0.0,0.0,231.60451646449982,,None,True,False,72.22460380235502,105.15115300538005,74011-74511-1,70510-78511-1,Intact,13.458995050328475,29.811645285158523,29.811645285158523,201.7928711793413,0.0,12.871789263974925
39,1255.3751906945222,316.1608936370782,0.0,0.0,0.0,0.0,0.0,0.0,316.1608936370782,,None,True,True,82.56339263571087,86.98962059164401,74011-74511-1,70510-78511-1,Intact,13.020021912174892,53.09076523452956,53.09076523452956,263.0701284025486,0.0,16.792325142992723
40,1267.9592343643144,299.3956581098814,0.0,0.0,0.0,0.0,0.0,0.0,299.3956581098814,,None,True,False,77.44270881340022,119.12719557172534,74011-74511-1,70510-78511-1,Intact,12.163754213979269,56.850180489244806,56.850180489244806,242.54547762063663,0.0,18.988311603496992
