eval_index,temperature,current_dd,best_dd,candidate_dd,delta_dd,accepted,best_update,swap_i,swap_j
2283,0.011073904752800056,8.148010729039715,8.146903409260416,8.148010729039715,0.0,True,False,72,238
2284,0.011063849012380772,8.148090060969762,8.146903409260416,8.148090060969762,7.933193004738825e-05,True,False,171,189
2285,0.011053802403150311,8.148090060969762,8.146903409260416,8.163746596224513,0.015656535254750636,False,False,82,146
2286,0.01104376491681704,8.14868922380861,8.146903409260416,8.14868922380861,0.0005991628388475334,True,False,224,156
2287,0.011033736545096843,8.14868922380861,8.146903409260416,8.14868922380861,0.0,True,False,44,174
2288,0.011023717279713128,8.14868922380861,8.146903409260416,8.14868922380861,0.0,True,False,211,167
2289,0.011013707112396819,8.14868922380861,8.146903409260416,8.14868922380861,0.0,True,False,117,220
2290,0.011003706034886348,8.148195058822278,8.146903409260416,8.148195058822278,-0.0004941649863319242,True,False,156,24
2291,0.01099371403892765,8.148195058822278,8.146903409260416,8.148195058822278,0.0,True,False,219,32
2292,0.010983731116274157,8.148195058822278,8.146903409260416,8.148195058822278,0.0,True,False,227,118
2293,0.010973757258686791,8.148195058822278,8.146903409260416,inf,inf,False,False,98,173
2294,0.010963792457933948,8.148195058822278,8.146903409260416,8.148195058822278,0.0,True,False,238,132
2295,0.010953836705791501,8.14807899891536,8.146903409260416,8.14807899891536,-0.000116059906918764,True,False,216,67
2296,0.010943889994042798,8.14807899891536,8.146903409260416,8.14807899891536,0.0,True,False,238,124
2297,0.01093395231447864,8.14807899891536,8.146903409260416,8.14807899891536,0.0,True,False,23,212
2298,0.010924023658897287,8.14793610709654,8.146903409260416,8.14793610709654,-0.00014289181881999014,True,False,214,24
2299,0.010914104019104443,8.146476425615448,8.146476425615448,8.146476425615448,-0.0014596814810907688,True,True,163,49
2300,0.010904193386913258,8.14673799206757,8.146476425615448,8.14673799206757,0.00026156645212083163,True,False,16,193
2301,0.010894291754144312,8.14673799206757,8.146476425615448,8.14673799206757,0.0,True,False,22,147
2302,0.010884399112625613,8.14673799206757,8.146476425615448,8.14673799206757,0.0,True,False,219,180
2303,0.010874515454192595,8.150662993478987,8.146476425615448,8.150662993478987,0.003925001411417384,True,False,163,14
2304,0.010864640770688092,8.150672056363275,8.146476425615448,8.150672056363275,9.062884288368878e-06,True,False,178,48
2305,0.010854775053962361,8.150672056363275,8.146476425615448,8.150672056363275,0.0,True,False,57,85
2306,0.010844918295873052,8.150672056363275,8.146476425615448,inf,inf,False,False,62,27
2307,0.010835070488285206,8.150696078231142,8.146476425615448,8.150696078231142,2.4021867867318747e-05,True,False,134,136
2308,0.010825231623071262,8.150724422209503,8.146476425615448,8.150724422209503,2.834397836082303e-05,True,False,19,162
2309,0.010815401692111025,8.150724422209503,8.146476425615448,inf,inf,False,False,45,234
2310,0.010805580687291682,8.150724422209503,8.146476425615448,8.150724422209503,0.0,True,False,61,164
2311,0.010795768600507785,8.150724422209503,8.146476425615448,8.150724422209503,0.0,True,False,73,3
2312,0.010785965423661248,8.150724422209503,8.146476425615448,8.150724422209503,0.0,True,False,119,36
2313,0.01077617114866134,8.152673346949294,8.146476425615448,8.152673346949294,0.0019489247397910248,True,False,135,209
2314,0.010766385767424665,8.152673346949294,8.146476425615448,8.152673346949294,0.0,True,False,213,42
2315,0.010756609271875182,8.152673346949294,8.146476425615448,8.152673346949294,0.0,True,False,98,61
2316,0.010746841653944178,8.152673346949294,8.146476425615448,8.18888064247993,0.03620729553063562,False,False,165,7
2317,0.010737082905570268,8.15272466368573,8.146476425615448,8.15272466368573,5.131673643532508e-05,True,False,95,185
2318,0.010727333018699381,8.15272466368573,8.146476425615448,8.15272466368573,0.0,True,False,133,41
2319,0.010717591985284766,8.153996445358265,8.146476425615448,8.153996445358265,0.0012717816725356101,True,False,193,208
2320,0.010707859797286974,8.153996445358265,8.146476425615448,8.153996445358265,0.0,True,False,150,157
2321,0.010698136446673865,8.153996445358265,8.146476425615448,8.153996445358265,0.0,True,False,235,198
2322,0.01068842192542059,8.153996445358265,8.146476425615448,8.153996445358265,0.0,True,False,110,122
2323,0.01067871622550957,8.153996445358265,8.146476425615448,8.153996445358265,0.0,True,False,101,63
2324,0.010669019338930535,8.154050132149534,8.146476425615448,8.154050132149534,5.368679126860343e-05,True,False,74,4
2325,0.010659331257680465,8.154050132149534,8.146476425615448,8.154050132149534,0.0,True,False,144,192
2326,0.010649651973763621,8.154050132149534,8.146476425615448,8.154050132149534,0.0,True,False,67,35
2327,0.010639981479191523,8.154050132149534,8.146476425615448,inf,inf,False,False,109,127
2328,0.010630319765982934,8.154050132149534,8.146476425615448,8.154050132149534,0.0,True,False,3,203
2329,0.010620666826163876,8.154064466959712,8.146476425615448,8.154064466959712,1.4334810177984991e-05,True,False,202,7
2330,0.01061102265176761,8.154064466959712,8.146476425615448,8.154064466959712,0.0,True,False,120,229
2331,0.010601387234834628,8.154064466959712,8.146476425615448,8.154064466959712,0.0,True,False,139,230
2332,0.010591760567412654,8.154189165643709,8.146476425615448,8.154189165643709,0.0001246986839973374,True,False,104,67
2333,0.010582142641556625,8.155310267956576,8.146476425615448,8.155310267956576,0.001121102312866995,True,False,222,164
2334,0.010572533449328701,8.155310267956576,8.146476425615448,8.155310267956576,0.0,True,False,76,101
2335,0.010562932982798248,8.155310267956576,8.146476425615448,8.155310267956576,0.0,True,False,133,190
2336,0.01055334123404183,8.155310267956576,8.146476425615448,8.155310267956576,0.0,True,False,121,239
2337,0.010543758195143213,8.155310267956576,8.146476425615448,8.159309650617187,0.003999382660611062,False,False,30,193
2338,0.01053418385819334,8.155648690236884,8.146476425615448,8.155648690236884,0.0003384222803077819,True,False,22,50
2339,0.010524618215290348,8.155648690236884,8.146476425615448,8.155648690236884,0.0,True,False,121,97
2340,0.01051506125853954,8.155901940682199,8.146476425615448,8.155901940682199,0.00025325044531498975,True,False,215,69
2341,0.010505512980053394,8.155901940682199,8.146476425615448,8.155901940682199,0.0,True,False,234,85
2342,0.010495973371951552,8.155901940682199,8.146476425615448,8.155901940682199,0.0,True,False,187,31
2343,0.0104864424263608,8.155979517834442,8.146476425615448,8.155979517834442,7.757715224343542e-05,True,False,216,218
2344,0.010476920135415084,8.156824606681743,8.146476425615448,8.156824606681743,0.0008450888473010565,True,False,138,238
2345,0.010467406491255493,8.156824606681743,8.146476425615448,8.156824606681743,0.0,True,False,47,20
2346,0.010457901486030251,8.156824606681743,8.146476425615448,8.156824606681743,0.0,True,False,46,17
2347,0.010448405111894703,8.156225818318445,8.146476425615448,8.156225818318445,-0.0005987883632982971,True,False,124,194
2348,0.01043891736101133,8.155988891216987,8.146476425615448,8.155988891216987,-0.00023692710145795104,True,False,49,106
2349,0.01042943822554972,8.155433045944614,8.146476425615448,8.155433045944614,-0.0005558452723732898,True,False,41,141
2350,0.010419967697686583,8.155433045944614,8.146476425615448,inf,inf,False,False,239,127
2351,0.010410505769605725,8.155433045944614,8.146476425615448,inf,inf,False,False,71,165
2352,0.010401052433498044,8.155519827590542,8.146476425615448,8.155519827590542,8.678164592801352e-05,True,False,196,113
2353,0.01039160768156154,8.155519827590542,8.146476425615448,8.155519827590542,0.0,True,False,44,239
2354,0.010382171506001295,8.155519827590542,8.146476425615448,8.155519827590542,0.0,True,False,174,2
2355,0.010372743899029466,8.15498955775255,8.146476425615448,8.15498955775255,-0.0005302698379914261,True,False,93,132
2356,0.010363324852865284,8.15498955775255,8.146476425615448,8.163413432259231,0.008423874506680917,False,False,43,82
2357,0.010353914359735043,8.15498955775255,8.146476425615448,8.15498955775255,0.0,True,False,3,150
2358,0.010344512411872099,8.154819243573856,8.146476425615448,8.154819243573856,-0.00017031417869439736,True,False,211,191
2359,0.01033511900151686,8.154819243573856,8.146476425615448,inf,inf,False,False,55,62
2360,0.010325734120916778,8.155265848921578,8.146476425615448,8.155265848921578,0.00044660534772233973,True,False,67,0
2361,0.01031635776232635,8.155265848921578,8.146476425615448,8.155265848921578,0.0,True,False,106,224
2362,0.010306989918007096,8.155279460916912,8.146476425615448,8.155279460916912,1.3611995333562277e-05,True,False,181,95
2363,0.010297630580227576,8.155307202719808,8.146476425615448,8.155307202719808,2.7741802895775436e-05,True,False,217,132
2364,0.01028827974126336,8.152959385582925,8.146476425615448,8.152959385582925,-0.0023478171368829237,True,False,163,14
2365,0.01027893739339704,8.152394799064203,8.146476425615448,8.152394799064203,-0.0005645865187222654,True,False,196,48
2366,0.010269603528918212,8.152394799064203,8.146476425615448,8.152394799064203,0.0,True,False,213,132
2367,0.01026027814012347,8.152394799064203,8.146476425615448,8.152394799064203,0.0,True,False,4,177
2368,0.010250961219316406,8.152230857932029,8.146476425615448,8.152230857932029,-0.00016394113217366169,True,False,55,220
2369,0.01024165275880761,8.152230857932029,8.146476425615448,8.152230857932029,0.0,True,False,225,24
2370,0.010232352750914638,8.159494315097765,8.146476425615448,8.159494315097765,0.007263457165736398,True,False,77,16
2371,0.010223061187962037,8.159494315097765,8.146476425615448,inf,inf,False,False,6,201
2372,0.010213778062281308,8.151992303273984,8.146476425615448,8.151992303273984,-0.007502011823781629,True,False,162,16
2373,0.010204503366210932,8.151992303273984,8.146476425615448,inf,inf,False,False,62,4
2374,0.010195237092096337,8.13584805928261,8.13584805928261,8.13584805928261,-0.016144243991373486,True,True,229,5
2375,0.010185979232289906,8.13584805928261,8.13584805928261,8.13584805928261,0.0,True,False,191,122
2376,0.01017672977915096,8.13606877939477,8.13584805928261,8.13606877939477,0.00022072011216067722,True,False,214,30
2377,0.010167488725045767,8.13638013689408,8.13584805928261,8.13638013689408,0.000311357499308329,True,False,163,136
2378,0.010158256062347522,8.13638013689408,8.13584805928261,8.13638013689408,0.0,True,False,128,175
2379,0.010149031783436346,8.136573110667854,8.13584805928261,8.136573110667854,0.00019297377377469616,True,False,238,183
2380,0.010139815880699283,8.136593766904543,8.13584805928261,8.136593766904543,2.0656236689120533e-05,True,False,174,124
2381,0.01013060834653028,8.13629109834658,8.13584805928261,8.13629109834658,-0.00030266855796234893,True,False,239,16
2382,0.0101214091733302,8.136356251022082,8.13584805928261,8.136356251022082,6.515267550177839e-05,True,False,140,12
2383,0.010112218353506806,8.136356251022082,8.13584805928261,inf,inf,False,False,57,165
2384,0.010103035879474753,8.136356251022082,8.13584805928261,inf,inf,False,False,206,228
2385,0.010093861743655584,8.13698910718699,8.13584805928261,8.13698910718699,0.0006328561649073805,True,False,123,75
2386,0.01008469593847772,8.13691245169797,8.13584805928261,8.13691245169797,-7.665548901947261e-05,True,False,150,178
2387,0.010075538456376465,8.13691245169797,8.13584805928261,8.19366007007519,0.05674761837721931,False,False,170,58
2388,0.010066389289793986,8.134372361877421,8.134372361877421,8.134372361877421,-0.0025400898205489852,True,True,223,158
2389,0.010057248431179316,8.134372361877421,8.134372361877421,8.134372361877421,0.0,True,False,214,234
2390,0.010048115872988346,8.134372361877421,8.134372361877421,8.134372361877421,0.0,True,False,92,114
2391,0.01003899160768381,8.13405994349554,8.13405994349554,8.13405994349554,-0.00031241838188122983,True,True,105,35
2392,0.010029875627735297,8.13405994349554,8.13405994349554,8.13405994349554,0.0,True,False,171,103
2393,0.010020767925619225,8.13405994349554,8.13405994349554,8.13405994349554,0.0,True,False,97,122
2394,0.01001166849381885,8.13405994349554,8.13405994349554,8.13405994349554,0.0,True,False,225,141
2395,0.010002577324824253,8.13405994349554,8.13405994349554,inf,inf,False,False,102,173
2396,0.009993494411132326,8.134191022032107,8.13405994349554,8.134191022032107,0.00013107853656713075,True,False,175,46
2397,0.009984419745246786,8.134191022032107,8.13405994349554,inf,inf,False,False,54,6
2398,0.009975353319678151,8.134191022032107,8.13405994349554,8.134191022032107,0.0,True,False,230,125
2399,0.00996629512694374,8.134191022032107,8.13405994349554,8.134191022032107,0.0,True,False,71,54
2400,0.009957245159567672,8.134191022032107,8.13405994349554,inf,inf,False,False,25,202
2401,0.009948203410080842,8.134191022032107,8.13405994349554,8.134191022032107,0.0,True,False,122,219
2402,0.00993916987102094,8.134804415742016,8.13405994349554,8.134804415742016,0.0006133937099086495,True,False,123,37
2403,0.009930144534932428,8.135005637665541,8.13405994349554,8.135005637665541,0.00020122192352545198,True,False,35,139
2404,0.00992112739436654,8.135039840974859,8.13405994349554,8.135039840974859,3.420330931724891e-05,True,False,29,182
2405,0.009912118441881265,8.135039840974859,8.13405994349554,8.135039840974859,0.0,True,False,59,156
2406,0.009903117670041359,8.135205461812692,8.13405994349554,8.135205461812692,0.00016562083783355774,True,False,131,105
2407,0.009894125071418328,8.135205461812692,8.13405994349554,8.135205461812692,0.0,True,False,106,181
2408,0.009885140638590422,8.134775356247308,8.13405994349554,8.134775356247308,-0.00043010556538369826,True,False,203,186
2409,0.009876164364142636,8.134775356247308,8.13405994349554,8.134775356247308,0.0,True,False,163,191
2410,0.009867196240666683,8.13419656364544,8.13405994349554,8.13419656364544,-0.0005787926018676615,True,False,122,4
2411,0.00985823626076102,8.13419656364544,8.13405994349554,8.13419656364544,0.0,True,False,143,65
2412,0.009849284417030818,8.13419656364544,8.13405994349554,8.13419656364544,0.0,True,False,217,142
2413,0.009840340702087958,8.13419656364544,8.13405994349554,8.13419656364544,0.0,True,False,114,90
2414,0.009831405108551045,8.13419656364544,8.13405994349554,8.13419656364544,0.0,True,False,181,39
2415,0.009822477629045366,8.13419656364544,8.13405994349554,inf,inf,False,False,155,12
2416,0.009813558256202922,8.13419656364544,8.13405994349554,8.13419656364544,0.0,True,False,54,36
2417,0.009804646982662396,8.13419656364544,8.13405994349554,8.13419656364544,0.0,True,False,225,186
2418,0.009795743801069156,8.134085200371482,8.13405994349554,8.134085200371482,-0.00011136327395888657,True,False,225,3
2419,0.009786848704075255,8.132734424096574,8.132734424096574,8.132734424096574,-0.0013507762749078722,True,True,69,0
2420,0.009777961684339408,8.133187246497448,8.132734424096574,8.133187246497448,0.0004528224008737425,True,False,162,122
2421,0.009769082734527004,8.133187246497448,8.132734424096574,8.133187246497448,0.0,True,False,154,43
2422,0.009760211847310088,8.133187246497448,8.132734424096574,8.133187246497448,0.0,True,False,57,54
2423,0.009751349015367363,8.133187246497448,8.132734424096574,8.133187246497448,0.0,True,False,61,91
2424,0.00974249423138418,8.133187246497448,8.132734424096574,inf,inf,False,False,136,33
2425,0.009733647488052525,8.133187246497448,8.132734424096574,8.133187246497448,0.0,True,False,34,56
2426,0.00972480877807103,8.133187246497448,8.132734424096574,8.133187246497448,0.0,True,False,230,73
2427,0.009715978094144949,8.133108204038605,8.132734424096574,8.133108204038605,-7.904245884304828e-05,True,False,192,199
2428,0.009707155428986166,8.133108204038605,8.132734424096574,8.133108204038605,0.0,True,False,24,89
2429,0.009698340775313181,8.133108204038605,8.132734424096574,8.136994237264348,0.003886033225743546,False,False,1,136
2430,0.009689534125851105,8.133108204038605,8.132734424096574,8.133108204038605,0.0,True,False,92,56
2431,0.009680735473331653,8.133120334582387,8.132734424096574,8.133120334582387,1.2130543781907477e-05,True,False,83,72
2432,0.009671944810493145,8.133120334582387,8.132734424096574,8.133120334582387,0.0,True,False,66,75
2433,0.009663162130080494,8.132993954829972,8.132734424096574,8.132993954829972,-0.0001263797524142518,True,False,162,218
2434,0.009654387424845196,8.132993954829972,8.132734424096574,8.132993954829972,0.0,True,False,134,26
2435,0.009645620687545335,8.132993954829972,8.132734424096574,inf,inf,False,False,164,91
2436,0.009636861910945569,8.132983343013946,8.132734424096574,8.132983343013946,-1.0611816026795395e-05,True,False,118,117
2437,0.009628111087817123,8.132983343013946,8.132734424096574,8.132983343013946,0.0,True,False,68,133
2438,0.009619368210937796,8.132983343013946,8.132734424096574,8.132983343013946,0.0,True,False,31,202
2439,0.009610633273091931,8.132983343013946,8.132734424096574,8.132983343013946,0.0,True,False,145,156
2440,0.009601906267070432,8.132983343013946,8.132734424096574,inf,inf,False,False,79,126
2441,0.009593187185670751,8.132983343013946,8.132734424096574,8.132983343013946,0.0,True,False,56,80
2442,0.009584476021696871,8.132983343013946,8.132734424096574,8.236378061007446,0.10339471799350086,False,False,161,140
2443,0.009575772767959324,8.132983343013946,8.132734424096574,inf,inf,False,False,169,197
2444,0.009567077417275156,8.132983343013946,8.132734424096574,8.132983343013946,0.0,True,False,175,101
2445,0.009558389962467941,8.132983343013946,8.132734424096574,8.132983343013946,0.0,True,False,85,78
2446,0.009549710396367771,8.132983343013946,8.132734424096574,8.132983343013946,0.0,True,False,159,41
2447,0.009541038711811249,8.132983343013946,8.132734424096574,8.132983343013946,0.0,True,False,142,39
2448,0.009532374901641485,8.132983343013946,8.132734424096574,8.132983343013946,0.0,True,False,239,238
2449,0.009523718958708075,8.137632033810485,8.132734424096574,8.137632033810485,0.004648690796539512,True,False,22,217
2450,0.009515070875867122,8.137632033810485,8.132734424096574,inf,inf,False,False,4,155
2451,0.009506430645981214,8.137632033810485,8.132734424096574,8.137632033810485,0.0,True,False,18,9
2452,0.009497798261919415,8.137632033810485,8.132734424096574,8.137632033810485,0.0,True,False,26,157
2453,0.00948917371655727,8.137632033810485,8.132734424096574,8.137632033810485,0.0,True,False,215,57
2454,0.009480557002776785,8.137632033810485,8.132734424096574,8.137632033810485,0.0,True,False,101,232
2455,0.009471948113466437,8.137186056345495,8.132734424096574,8.137186056345495,-0.00044597746498986623,True,False,212,152
2456,0.00946334704152116,8.137099758830724,8.132734424096574,8.137099758830724,-8.629751477151615e-05,True,False,208,189
2457,0.009454753779842336,8.137099758830724,8.132734424096574,inf,inf,False,False,170,57
2458,0.009446168321337801,8.137099758830724,8.132734424096574,8.137099758830724,0.0,True,False,95,207
2459,0.009437590658921817,8.137099758830724,8.132734424096574,8.137099758830724,0.0,True,False,78,186
2460,0.009429020785515092,8.13660913996253,8.132734424096574,8.13660913996253,-0.0004906188681932377,True,False,183,128
2461,0.009420458694044762,8.13660913996253,8.132734424096574,8.13660913996253,0.0,True,False,239,125
2462,0.009411904377444382,8.136608091578523,8.132734424096574,8.136608091578523,-1.0483840071628947e-06,True,False,50,239
2463,0.009403357828653917,8.136608091578523,8.132734424096574,inf,inf,False,False,178,25
2464,0.00939481904061976,8.136608091578523,8.132734424096574,8.136608091578523,0.0,True,False,1,65
2465,0.009386288006294694,8.136536641655193,8.132734424096574,8.136536641655193,-7.14499233307464e-05,True,False,239,114
2466,0.009377764718637905,8.13649229989043,8.132734424096574,8.13649229989043,-4.4341764763089486e-05,True,False,5,118
2467,0.009369249170614982,8.13649229989043,8.132734424096574,8.13649229989043,0.0,True,False,52,205
2468,0.009360741355197884,8.136982918758623,8.132734424096574,8.136982918758623,0.0004906188681932377,True,False,107,4
2469,0.009352241265364967,8.136982918758623,8.132734424096574,8.136982918758623,0.0,True,False,185,148
2470,0.009343748894100957,8.136982918758623,8.132734424096574,8.136982918758623,0.0,True,False,1,31
2471,0.009335264234396951,8.136982918758623,8.132734424096574,8.136982918758623,0.0,True,False,190,98
2472,0.009326787279250412,8.136982918758623,8.132734424096574,8.136982918758623,0.0,True,False,29,77
2473,0.009318318021665155,8.136982918758623,8.132734424096574,8.136982918758623,0.0,True,False,186,123
2474,0.009309856454651357,8.13862916226867,8.132734424096574,8.13862916226867,0.0016462435100468298,True,False,233,29
2475,0.009301402571225536,8.13862916226867,8.132734424096574,8.13862916226867,0.0,True,False,54,72
2476,0.009292956364410555,8.13862916226867,8.132734424096574,8.13862916226867,0.0,True,False,207,71
2477,0.009284517827235614,8.13862916226867,8.132734424096574,8.13862916226867,0.0,True,False,235,58
2478,0.009276086952736236,8.13862916226867,8.132734424096574,8.13862916226867,0.0,True,False,130,99
2479,0.009267663733954273,8.13862916226867,8.132734424096574,8.13862916226867,0.0,True,False,222,204
2480,0.009259248163937894,8.138716970778892,8.132734424096574,8.138716970778892,8.7808510222942e-05,True,False,7,133
2481,0.009250840235741582,8.138716970778892,8.132734424096574,8.138716970778892,0.0,True,False,232,163
2482,0.00924243994242613,8.138716970778892,8.132734424096574,8.138716970778892,0.0,True,False,238,132
2483,0.009234047277058623,8.138716970778892,8.132734424096574,8.138716970778892,0.0,True,False,153,76
2484,0.009225662232712449,8.138716970778892,8.132734424096574,8.138716970778892,0.0,True,False,205,115
2485,0.009217284802467285,8.138716970778892,8.132734424096574,8.138716970778892,0.0,True,False,27,21
2486,0.009208914979409089,8.138716970778892,8.132734424096574,8.138716970778892,0.0,True,False,100,207
2487,0.0092005527566301,8.138716970778892,8.132734424096574,8.138716970778892,0.0,True,False,24,87
2488,0.009192198127228829,8.138657623280567,8.132734424096574,8.138657623280567,-5.9347498325479364e-05,True,False,44,7
2489,0.00918385108431005,8.138657623280567,8.132734424096574,8.138657623280567,0.0,True,False,99,237
2490,0.009175511620984806,8.138657623280567,8.132734424096574,8.138657623280567,0.0,True,False,34,85
2491,0.009167179730370394,8.138657623280567,8.132734424096574,inf,inf,False,False,169,235
2492,0.00915885540559035,8.138657623280567,8.132734424096574,8.138657623280567,0.0,True,False,49,60
2493,0.00915053863977447,8.138657623280567,8.132734424096574,8.138657623280567,0.0,True,False,110,68
2494,0.009142229426058777,8.138692298531172,8.132734424096574,8.138692298531172,3.467525060507626e-05,True,False,114,163
2495,0.009133927757585533,8.138692298531172,8.132734424096574,8.138692298531172,0.0,True,False,113,162
2496,0.009125633627503228,8.138692298531172,8.132734424096574,8.138692298531172,0.0,True,False,37,179
2497,0.009117347028966565,8.146458138775362,8.132734424096574,8.146458138775362,0.007765840244189803,True,False,124,173
2498,0.009109067955136472,8.146458138775362,8.132734424096574,8.181933394559323,0.035475255783961046,False,False,88,168
2499,0.009100796399180081,8.146458138775362,8.132734424096574,8.146458138775362,0.0,True,False,239,58
2500,0.009092532354270736,8.145605560922546,8.132734424096574,8.145605560922546,-0.0008525778528163386,True,False,210,195
2501,0.009084275813587978,8.145605560922546,8.132734424096574,8.145605560922546,0.0,True,False,23,38
2502,0.009076026770317528,8.145605560922546,8.132734424096574,8.145605560922546,0.0,True,False,235,181
2503,0.009067785217651317,8.145605560922546,8.132734424096574,8.145605560922546,0.0,True,False,152,132
2504,0.009059551148787443,8.145605560922546,8.132734424096574,8.145605560922546,0.0,True,False,120,72
2505,0.00905132455693018,8.145605560922546,8.132734424096574,8.145605560922546,0.0,True,False,198,39
2506,0.009043105435289986,8.14655242055793,8.132734424096574,8.14655242055793,0.0009468596353841008,True,False,104,203
2507,0.009034893777083466,8.14655242055793,8.132734424096574,8.14655242055793,0.0,True,False,73,197
2508,0.009026689575533403,8.14655242055793,8.132734424096574,8.14655242055793,0.0,True,False,200,117
2509,0.009018492823868723,8.146613694323877,8.132734424096574,8.146613694323877,6.127376594733391e-05,True,False,163,162
2510,0.009010303515324494,8.146613694323877,8.132734424096574,8.146613694323877,0.0,True,False,227,203
2511,0.009002121643141951,8.146613694323877,8.132734424096574,8.146613694323877,0.0,True,False,130,184
2512,0.008993947200568437,8.144240206270538,8.132734424096574,8.144240206270538,-0.0023734880533385905,True,False,102,219
2513,0.008985780180857455,8.144240206270538,8.132734424096574,8.144240206270538,0.0,True,False,17,154
2514,0.008977620577268612,8.144240206270538,8.132734424096574,8.144240206270538,0.0,True,False,204,56
2515,0.008969468383067638,8.144240206270538,8.132734424096574,8.144240206270538,0.0,True,False,233,175
2516,0.008961323591526398,8.144240206270538,8.132734424096574,8.144240206270538,0.0,True,False,96,50
2517,0.008953186195922839,8.14378673357525,8.132734424096574,8.14378673357525,-0.0004534726952876156,True,False,208,104
2518,0.008945056189541037,8.14378673357525,8.132734424096574,8.14378673357525,0.0,True,False,51,43
2519,0.00893693356567115,8.14378673357525,8.132734424096574,8.14378673357525,0.0,True,False,3,95
2520,0.00892881831760943,8.057735434293896,8.057735434293896,8.057735434293896,-0.08605129928135469,True,True,81,221
2521,0.008920710438658228,8.057735434293896,8.057735434293896,8.057735434293896,0.0,True,False,154,236
2522,0.00891260992212596,8.057735434293896,8.057735434293896,8.057735434293896,0.0,True,False,87,167
2523,0.00890451676132714,8.057704980002764,8.057704980002764,8.057704980002764,-3.0454291131576383e-05,True,True,225,205
2524,0.008896430949582331,8.057704980002764,8.057704980002764,8.057704980002764,0.0,True,False,214,52
2525,0.008888352480218168,8.057704980002764,8.057704980002764,inf,inf,False,False,25,233
2526,0.00888028134656736,8.057704980002764,8.057704980002764,8.057704980002764,0.0,True,False,36,207
2527,0.008872217541968645,8.057965634083,8.057704980002764,8.057965634083,0.00026065408023612235,True,False,17,162
2528,0.008864161059766836,8.057965634083,8.057704980002764,8.057965634083,0.0,True,False,194,77
2529,0.00885611189331277,8.057965634083,8.057704980002764,8.057965634083,0.0,True,False,139,32
2530,0.008848070035963327,8.057877816684446,8.057704980002764,8.057877816684446,-8.781739855479032e-05,True,False,133,107
2531,0.008840035481081428,8.061377533391015,8.057704980002764,8.061377533391015,0.0034997167065693446,True,False,154,122
2532,0.008832008222036006,8.061377533391015,8.057704980002764,inf,inf,False,False,155,225
2533,0.008823988252202026,8.06142585189832,8.057704980002764,8.06142585189832,4.831850730546705e-05,True,False,180,153
2534,0.00881597556496047,8.06142585189832,8.057704980002764,8.06142585189832,0.0,True,False,121,26
2535,0.00880797015369832,8.06142585189832,8.057704980002764,8.06142585189832,0.0,True,False,66,203
2536,0.008799972011808576,8.061236884937113,8.057704980002764,8.061236884937113,-0.00018896696120762613,True,False,114,46
2537,0.008791981132690228,8.061236884937113,8.057704980002764,8.061236884937113,0.0,True,False,42,63
2538,0.008783997509748257,8.061383658039382,8.057704980002764,8.061383658039382,0.00014677310226929308,True,False,36,107
2539,0.008776021136393652,8.061383658039382,8.057704980002764,8.061383658039382,0.0,True,False,128,65
2540,0.00876805200604336,8.061501979592423,8.057704980002764,8.061501979592423,0.00011832155304070113,True,False,230,12
2541,0.008760090112120327,8.061501979592423,8.057704980002764,inf,inf,False,False,15,165
2542,0.008752135448053458,8.06142852463248,8.057704980002764,8.06142852463248,-7.345495994215412e-05,True,False,41,42
2543,0.008744188007277625,8.06142852463248,8.057704980002764,8.06142852463248,0.0,True,False,235,53
2544,0.008736247783233673,8.06104854057853,8.057704980002764,8.06104854057853,-0.000379984053950011,True,False,29,0
2545,0.008728314769368388,8.06104854057853,8.057704980002764,8.06104854057853,0.0,True,False,3,113
2546,0.008720388959134524,8.060889087405362,8.057704980002764,8.060889087405362,-0.00015945317316834462,True,False,83,65
2547,0.008712470345990765,8.060889087405362,8.057704980002764,8.060889087405362,0.0,True,False,137,238
2548,0.008704558923401736,8.060889087405362,8.057704980002764,8.060889087405362,0.0,True,False,46,51
2549,0.00869665468483801,8.060889087405362,8.057704980002764,8.060889087405362,0.0,True,False,203,111
2550,0.008688757623776073,8.060962542365305,8.057704980002764,8.060962542365305,7.345495994215412e-05,True,False,132,192
2551,0.00868086773369835,8.062040696058835,8.057704980002764,8.062040696058835,0.0010781536935304814,True,False,163,29
2552,0.00867298500809317,8.061559879158134,8.057704980002764,8.061559879158134,-0.00048081690070134186,True,False,189,208
2553,0.008665109440454778,8.061559879158134,8.057704980002764,8.061559879158134,0.0,True,False,97,211
2554,0.008657241024283339,8.061559879158134,8.057704980002764,8.061559879158134,0.0,True,False,238,137
2555,0.0086493797530849,8.061559879158134,8.057704980002764,inf,inf,False,False,69,164
2556,0.008641525620371428,8.062903660390974,8.057704980002764,8.062903660390974,0.001343781232840513,True,False,197,219
2557,0.008633678619660762,8.062903660390974,8.057704980002764,8.062903660390974,0.0,True,False,39,19
2558,0.008625838744476633,8.062903660390974,8.057704980002764,inf,inf,False,False,25,98
2559,0.008618005988348661,8.062903660390974,8.057704980002764,8.062903660390974,0.0,True,False,153,194
2560,0.008610180344812328,8.062903660390974,8.057704980002764,8.062903660390974,0.0,True,False,94,209
2561,0.008602361807409,8.062903660390974,8.057704980002764,inf,inf,False,False,164,37
2562,0.008594550369685896,8.062903660390974,8.057704980002764,8.062903660390974,0.0,True,False,107,73
